ID;ID_MEDICO;VISITADO
5212;5641;SIM
5213;5642;NÃO
5214;5643;NÃO
5215;5644;NÃO
5216;5645;NÃO
5217;5646;NÃO
5218;5647;NÃO
5219;5648;NÃO
5220;5649;SIM
5221;5650;SIM
5222;5651;NÃO
5223;5652;NÃO
5224;5653;NÃO
5225;5654;NÃO
5226;5655;SIM
5227;5656;SIM
5228;5657;SIM
5229;5658;NÃO
5230;5659;NÃO
5231;5660;SIM
5232;5661;NÃO
5233;5662;NÃO
5234;5664;NÃO
5235;5665;NÃO
5236;5666;NÃO
5237;5667;SIM
5238;5668;NÃO
5239;5672;NÃO
5240;5673;NÃO
5241;5674;NÃO
5242;5675;NÃO
5243;5676;SIM
5244;5680;NÃO
5245;5681;NÃO
5246;5682;NÃO
5247;5683;NÃO
5248;5685;NÃO
5249;5686;SIM
5250;5687;SIM
5251;5688;NÃO
5252;5689;NÃO
5253;5690;NÃO
5254;5691;SIM
5255;5692;NÃO
5256;5693;NÃO
5257;5695;NÃO
5258;5696;NÃO
5259;5697;NÃO
5260;5698;NÃO
5261;5699;SIM
5262;5700;NÃO
5263;5701;SIM
5264;5702;NÃO
5265;5703;NÃO
5266;5704;NÃO
5267;5705;NÃO
5268;5706;SIM
5269;5707;SIM
5270;5708;NÃO
5271;5709;NÃO
5272;5710;NÃO
5273;5711;NÃO
5274;5712;NÃO
5275;5713;NÃO
5276;5714;NÃO
5277;5715;NÃO
5278;5716;NÃO
5279;5717;NÃO
5280;5718;SIM
5281;5719;NÃO
5282;5720;SIM
5283;5721;NÃO
5284;5722;NÃO
5285;5724;NÃO
5286;5725;NÃO
5287;5726;NÃO
5288;5727;NÃO
5289;5728;NÃO
5290;5729;SIM
5291;5730;NÃO
5292;5731;NÃO
5293;5732;SIM
5294;5733;SIM
5295;5734;NÃO
5296;5735;NÃO
5297;5736;NÃO
5298;5737;NÃO
5299;5738;NÃO
5300;5739;NÃO
5301;5740;NÃO
5302;5741;NÃO
5303;5742;NÃO
5304;5743;NÃO
5305;5744;NÃO
5306;5746;NÃO
5307;5747;NÃO
5308;5748;NÃO
5309;5749;NÃO
5310;5750;NÃO
5311;5751;NÃO
5312;5752;NÃO
5313;5754;SIM
5314;5755;NÃO
5315;5979;NÃO
5316;5756;NÃO
5317;5757;SIM
5318;5758;SIM
5319;5759;SIM
5320;5760;NÃO
5321;5761;NÃO
5322;5762;SIM
5323;5763;NÃO
5324;5766;NÃO
5325;5767;NÃO
5326;5768;NÃO
5327;5772;NÃO
5328;5773;SIM
5329;5775;NÃO
5330;5776;NÃO
5331;5777;NÃO
5332;5778;NÃO
5333;5779;NÃO
5334;5780;NÃO
5335;5781;NÃO
5336;5782;NÃO
5337;5784;NÃO
5338;5785;NÃO
5339;5786;NÃO
5340;5787;NÃO
5341;5788;NÃO
5342;5789;NÃO
5343;5791;NÃO
5344;5793;NÃO
5345;5794;NÃO
5346;5795;NÃO
5347;5796;NÃO
5348;5797;SIM
5349;5798;NÃO
5350;5799;NÃO
5351;5800;NÃO
5352;5801;SIM
5353;5802;NÃO
5354;5803;NÃO
5355;5805;NÃO
5356;5807;NÃO
5357;5808;NÃO
5358;5809;NÃO
5359;5810;SIM
5360;5811;NÃO
5361;5812;NÃO
5362;5813;NÃO
5363;5814;NÃO
5364;5815;SIM
5365;5816;NÃO
5366;5817;NÃO
5367;5818;NÃO
5368;5819;NÃO
5369;5820;NÃO
5370;5821;NÃO
5371;5822;SIM
5372;5823;NÃO
5373;5824;NÃO
5374;5825;NÃO
5375;5826;NÃO
5376;5827;NÃO
5377;5828;NÃO
5378;5829;NÃO
5379;5830;SIM
5380;5831;SIM
5381;5832;NÃO
5382;5833;NÃO
5383;5835;NÃO
5384;5836;NÃO
5385;5837;NÃO
5386;5838;SIM
5387;5839;NÃO
5388;5840;NÃO
5389;5841;NÃO
5390;5843;SIM
5391;5844;NÃO
5392;5845;NÃO
5393;5846;NÃO
5394;5847;NÃO
5395;5848;NÃO
5396;5849;NÃO
5397;5851;NÃO
5398;5853;NÃO
5399;5854;NÃO
5400;5855;NÃO
5401;5857;NÃO
5402;5858;NÃO
5403;5859;NÃO
5404;5860;SIM
5405;5861;NÃO
5406;5863;SIM
5407;5864;SIM
5408;5865;NÃO
5409;5866;NÃO
5410;5867;NÃO
5411;5868;NÃO
5412;5869;NÃO
5413;5870;NÃO
5414;5871;NÃO
5415;5872;NÃO
5416;5873;NÃO
5417;5874;NÃO
5418;5876;NÃO
5419;5878;NÃO
5420;5879;NÃO
5421;5880;NÃO
5422;5881;NÃO
5423;5882;SIM
5424;5883;NÃO
5425;5884;NÃO
5426;5885;NÃO
5427;5886;SIM
5428;5887;NÃO
5429;5888;NÃO
5430;5889;NÃO
5431;5890;NÃO
5432;5891;NÃO
5433;5892;NÃO
5434;5893;NÃO
5435;5894;NÃO
5436;5895;SIM
5437;5896;NÃO
5438;5897;NÃO
5439;5898;NÃO
5440;5899;NÃO
5441;5900;NÃO
5442;5901;NÃO
5443;5902;NÃO
5444;5903;NÃO
5445;5904;NÃO
5446;5905;NÃO
5447;5906;NÃO
5448;5907;SIM
5449;5909;NÃO
5450;5911;NÃO
5451;5913;NÃO
5452;5914;NÃO
5453;5916;NÃO
5454;5917;NÃO
5455;5919;NÃO
5456;5920;NÃO
5457;5921;SIM
5458;5922;NÃO
5459;5923;NÃO
5460;5924;NÃO
5461;5925;NÃO
5462;5926;SIM
5463;5927;NÃO
5464;5928;SIM
5465;5930;NÃO
5466;5931;NÃO
5467;5376;NÃO
5468;5933;NÃO
5469;5934;SIM
5470;5935;NÃO
5471;5936;NÃO
5472;5937;NÃO
5473;5938;SIM
5474;5939;NÃO
5475;5940;NÃO
5476;5941;NÃO
5477;5945;NÃO
5478;5946;NÃO
5479;5947;NÃO
5480;5948;NÃO
5481;5949;NÃO
5482;5950;NÃO
5483;5952;NÃO
5484;5953;SIM
5485;5954;NÃO
5486;5956;NÃO
5487;5957;SIM
5488;5958;NÃO
5489;5959;NÃO
5490;5960;SIM
5491;5961;NÃO
5492;5962;SIM
5493;5963;NÃO
5494;5964;NÃO
5495;5965;SIM
5496;5966;NÃO
5497;5968;NÃO
5498;5969;NÃO
5499;5971;SIM
5500;5588;NÃO
5501;5973;SIM
5502;5974;NÃO
5503;5975;NÃO
5504;5976;NÃO
5505;5977;SIM
5506;5978;NÃO
5507;5981;NÃO
5508;5982;NÃO
5509;5983;NÃO
5510;5984;NÃO
5511;5985;NÃO
5512;5986;NÃO
5513;5875;NÃO
5514;5988;NÃO
5515;5989;NÃO
5516;5990;NÃO
5517;5992;NÃO
5518;5993;NÃO
5519;5995;NÃO
5520;5996;NÃO
5521;5997;NÃO
5522;5998;NÃO
5523;5999;NÃO
5524;6000;NÃO
5525;6001;NÃO
5526;6002;NÃO
5527;6003;NÃO
5528;6004;NÃO
5529;6005;NÃO
5530;6006;NÃO
5531;6007;NÃO
5532;6008;NÃO
5533;6009;NÃO
5534;6010;SIM
5535;6012;NÃO
5536;6014;NÃO
5537;6015;NÃO
5538;6016;NÃO
5539;6017;SIM
5540;6018;NÃO
5541;6019;NÃO
5542;6020;NÃO
5543;6021;NÃO
5544;6022;SIM
5545;6023;NÃO
5546;6024;NÃO
5547;6025;SIM
5548;6026;SIM
5549;6027;NÃO
5550;6028;NÃO
5551;6029;NÃO
5552;6030;NÃO
5553;6031;SIM
5554;6032;NÃO
5555;49596;NÃO
5556;6033;NÃO
5557;6045;NÃO
5558;6046;NÃO
5559;6047;SIM
5560;6048;NÃO
5561;6049;NÃO
5562;6050;NÃO
5563;6051;NÃO
5564;6052;SIM
5565;6053;NÃO
5566;6054;NÃO
5567;6055;SIM
5568;6056;NÃO
5569;6057;SIM
5570;6058;SIM
5571;6059;NÃO
5572;6060;NÃO
5573;6061;SIM
5574;6062;NÃO
5575;6063;NÃO
5576;12333;NÃO
5577;6064;SIM
5578;6065;NÃO
5579;6066;SIM
5580;6067;SIM
5581;6068;NÃO
5582;6069;SIM
5583;6070;NÃO
5584;6100;SIM
5585;6101;NÃO
5586;6105;NÃO
5587;6106;NÃO
5588;6107;SIM
5589;6236;SIM
5590;6253;SIM
5591;6108;NÃO
5592;6109;NÃO
5593;6110;NÃO
5594;6111;SIM
5595;6112;NÃO
5596;6113;NÃO
5597;6114;NÃO
5598;6115;NÃO
5599;6117;NÃO
5600;6118;NÃO
5601;6119;NÃO
5602;6120;NÃO
5603;6121;SIM
5604;6122;NÃO
5605;6123;NÃO
5606;6124;NÃO
5607;6125;SIM
5608;6126;NÃO
5609;6127;NÃO
5610;6128;NÃO
5611;6129;NÃO
5612;6130;NÃO
5613;6131;SIM
5614;6132;NÃO
5615;6133;SIM
5616;6134;NÃO
5617;6135;NÃO
5618;6136;NÃO
5619;6137;NÃO
5620;6138;NÃO
5621;6139;SIM
5622;6140;SIM
5623;6141;NÃO
5624;6142;NÃO
5625;6143;NÃO
5626;6144;NÃO
5627;6145;NÃO
5628;6146;SIM
5629;6147;NÃO
5630;6148;SIM
5631;6150;SIM
5632;6151;NÃO
5633;6152;NÃO
5634;6153;NÃO
5635;6154;NÃO
5636;6155;NÃO
5637;6156;SIM
5638;6157;SIM
5639;6158;SIM
5640;6159;NÃO
5641;6160;SIM
5642;6161;SIM
5643;6162;SIM
5644;6163;NÃO
5645;6099;NÃO
5646;6164;SIM
5647;6165;NÃO
5648;6166;SIM
5649;6167;SIM
5650;6168;NÃO
5651;6169;NÃO
5652;6170;NÃO
5653;6171;NÃO
5654;6172;NÃO
5655;6173;NÃO
5656;6174;SIM
5657;6175;NÃO
5658;6737;NÃO
5659;6176;SIM
5660;6177;NÃO
5661;6178;SIM
5662;6179;SIM
5663;6180;NÃO
5664;6181;SIM
5665;6182;NÃO
5666;6183;NÃO
5667;6184;NÃO
5668;6185;SIM
5669;6186;SIM
5670;6102;NÃO
5671;6187;NÃO
5672;6188;SIM
5673;6189;SIM
5674;6190;NÃO
5675;6191;NÃO
5676;6192;NÃO
5677;6193;NÃO
5678;6194;NÃO
5679;6195;NÃO
5680;6196;NÃO
5681;6197;NÃO
5682;6198;SIM
5683;6199;NÃO
5684;6200;NÃO
5685;6201;NÃO
5686;6202;NÃO
5687;6203;NÃO
5688;6204;SIM
5689;6205;SIM
5690;6206;SIM
5691;6207;NÃO
5692;6208;SIM
5693;6209;NÃO
5694;6210;NÃO
5695;6211;NÃO
5696;6212;NÃO
5697;6103;SIM
5698;6213;NÃO
5699;6214;SIM
5700;6215;NÃO
5701;18897;SIM
5702;6104;NÃO
5703;6216;NÃO
5704;6217;NÃO
5705;6218;NÃO
5706;6219;NÃO
5707;6220;NÃO
5708;6221;NÃO
5709;6222;SIM
5710;6223;NÃO
5711;6224;SIM
5712;6225;NÃO
5713;6226;NÃO
5714;6227;NÃO
5715;6228;NÃO
5716;6229;NÃO
5717;6230;NÃO
5718;6231;NÃO
5719;6232;NÃO
5720;6233;NÃO
5721;6234;NÃO
5722;6235;NÃO
5723;6237;NÃO
5724;6238;NÃO
5725;6239;NÃO
5726;6240;NÃO
5727;6241;NÃO
5728;6242;NÃO
5729;6243;NÃO
5730;6244;NÃO
5731;18981;NÃO
5732;6245;NÃO
5733;6246;NÃO
5734;6247;NÃO
5735;6248;NÃO
5736;6249;NÃO
5737;6250;NÃO
5738;6251;NÃO
5739;6252;NÃO
5740;6254;NÃO
5741;6255;SIM
5742;6256;SIM
5743;6257;NÃO
5744;6259;NÃO
5745;6260;NÃO
5746;6261;NÃO
5747;6262;NÃO
5748;6263;NÃO
5749;6264;NÃO
5750;6265;NÃO
5751;6266;SIM
5752;6267;SIM
5753;6268;NÃO
5754;6269;NÃO
5755;6270;NÃO
5756;6271;NÃO
5757;6272;NÃO
5758;6273;NÃO
5759;6274;NÃO
5760;6275;NÃO
5761;6276;NÃO
5762;6277;NÃO
5763;6278;NÃO
5764;6279;NÃO
5765;6280;NÃO
5766;6281;NÃO
5767;6282;NÃO
5768;6283;NÃO
5769;6284;NÃO
5770;6286;NÃO
5771;6287;NÃO
5772;6288;NÃO
5773;6289;NÃO
5774;6290;NÃO
5775;6291;NÃO
5776;6292;NÃO
5777;6293;NÃO
5778;6295;NÃO
5779;6296;NÃO
5780;6297;NÃO
5781;6298;NÃO
5782;6299;NÃO
5783;6300;NÃO
5784;6301;NÃO
5785;6302;NÃO
5786;6303;NÃO
5787;6305;NÃO
5788;6306;NÃO
5789;6307;NÃO
5790;6308;NÃO
5791;6309;NÃO
5792;6310;NÃO
5793;6311;NÃO
5794;6312;NÃO
5795;6313;NÃO
5796;6314;NÃO
5797;6315;NÃO
5798;6316;NÃO
5799;6317;NÃO
5800;6318;NÃO
5801;6319;NÃO
5802;6320;NÃO
5803;6321;NÃO
5804;6322;NÃO
5805;6323;NÃO
5806;6325;NÃO
5807;6326;NÃO
5808;6327;NÃO
5809;6328;NÃO
5810;6329;NÃO
5811;6330;NÃO
5812;6331;SIM
5813;6332;NÃO
5814;19075;NÃO
5815;6333;NÃO
5816;6334;NÃO
5817;6335;NÃO
5818;6336;NÃO
5819;6337;NÃO
5820;6338;NÃO
5821;6339;NÃO
5822;6340;NÃO
5823;6341;NÃO
5824;6342;NÃO
5825;6343;NÃO
5826;6344;NÃO
5827;6345;NÃO
5828;6346;NÃO
5829;6347;NÃO
5830;6348;NÃO
5831;6349;NÃO
5832;6350;NÃO
5833;6351;NÃO
5834;6352;NÃO
5835;6353;NÃO
5836;6354;NÃO
5837;6355;NÃO
5838;6356;NÃO
5839;6357;NÃO
5840;6358;NÃO
5841;6359;NÃO
5842;6360;NÃO
5843;6369;NÃO
5844;6370;NÃO
5845;6371;NÃO
5846;6372;NÃO
5847;6373;NÃO
5848;6374;NÃO
5849;6375;NÃO
5850;6376;NÃO
5851;6377;NÃO
5852;6378;NÃO
5853;6379;NÃO
5854;6380;NÃO
5855;6381;NÃO
5856;6382;NÃO
5857;6383;NÃO
5858;6384;SIM
5859;6385;SIM
5860;6386;NÃO
5861;6387;NÃO
5862;6388;NÃO
5863;6389;SIM
5864;6390;SIM
5865;6391;SIM
5866;6392;NÃO
5867;6393;NÃO
5868;6394;NÃO
5869;6395;NÃO
5870;6396;NÃO
5871;6397;NÃO
5872;6398;NÃO
5873;6401;NÃO
5874;6402;NÃO
5875;6403;SIM
5876;6404;NÃO
5877;6405;NÃO
5878;6406;NÃO
5879;6408;NÃO
5880;6409;NÃO
5881;6410;NÃO
5882;6411;NÃO
5883;6412;NÃO
5884;6413;NÃO
5885;6414;NÃO
5886;6415;NÃO
5887;6416;NÃO
5888;6417;NÃO
5889;6418;NÃO
5890;6419;NÃO
5891;6420;NÃO
5892;6422;NÃO
5893;6423;NÃO
5894;6424;NÃO
5895;6425;SIM
5896;6427;NÃO
5897;6428;SIM
5898;6429;SIM
5899;6430;NÃO
5900;6431;SIM
5901;6432;SIM
5902;6434;SIM
5903;6435;NÃO
5904;6436;NÃO
5905;6437;NÃO
5906;6438;NÃO
5907;6439;NÃO
5908;6440;SIM
5909;6441;SIM
5910;6442;NÃO
5911;6443;SIM
5912;6444;SIM
5913;6445;NÃO
5914;6446;NÃO
5915;6447;SIM
5916;6448;NÃO
5917;6449;SIM
5918;6450;NÃO
5919;6451;SIM
5920;6452;SIM
5921;6453;SIM
5922;6454;NÃO
5923;6455;NÃO
5924;6456;NÃO
5925;6457;NÃO
5926;6458;NÃO
5927;6459;NÃO
5928;6460;NÃO
5929;6461;SIM
5930;6463;NÃO
5931;6464;NÃO
5932;6465;NÃO
5933;6466;NÃO
5934;6467;NÃO
5935;6468;NÃO
5936;6469;SIM
5937;6470;NÃO
5938;6471;NÃO
5939;6472;NÃO
5940;6473;NÃO
5941;6474;SIM
5942;6476;NÃO
5943;6477;SIM
5944;6478;NÃO
5945;6479;NÃO
5946;6480;NÃO
5947;6481;NÃO
5948;6482;NÃO
5949;6483;NÃO
5950;6485;NÃO
5951;6486;NÃO
5952;6487;NÃO
5953;6488;NÃO
5954;6489;SIM
5955;6490;NÃO
5956;6491;SIM
5957;6492;NÃO
5958;6506;NÃO
5959;6507;NÃO
5960;6508;SIM
5961;6509;SIM
5962;6510;NÃO
5963;6511;SIM
5964;6512;NÃO
5965;6513;NÃO
5966;6514;SIM
5967;6515;SIM
5968;6516;SIM
5969;6517;SIM
5970;6518;NÃO
5971;6519;SIM
5972;6521;NÃO
5973;6522;NÃO
5974;6523;NÃO
5975;6524;SIM
5976;6525;NÃO
5977;6527;NÃO
5978;6529;NÃO
5979;6530;SIM
5980;6531;NÃO
5981;6532;SIM
5982;6533;NÃO
5983;6534;NÃO
5984;6535;SIM
5985;6536;NÃO
5986;6537;NÃO
5987;6538;NÃO
5988;6539;NÃO
5989;6545;SIM
5990;6546;NÃO
5991;6550;NÃO
5992;6551;NÃO
5993;6552;NÃO
5994;6553;NÃO
5995;6554;NÃO
5996;6555;NÃO
5997;6556;NÃO
5998;6557;NÃO
5999;6558;NÃO
6000;6559;NÃO
6001;6564;SIM
6002;6566;NÃO
6003;6568;NÃO
6004;6570;NÃO
6005;6571;NÃO
6006;6572;NÃO
6007;6573;NÃO
6008;6574;SIM
6009;6578;NÃO
6010;6579;NÃO
6011;6580;NÃO
6012;6581;NÃO
6013;6583;NÃO
6014;6585;NÃO
6015;6586;NÃO
6016;6587;NÃO
6017;6588;NÃO
6018;6593;NÃO
6019;6594;NÃO
6020;6595;NÃO
6021;6596;NÃO
6022;6597;NÃO
6023;6599;NÃO
6024;6601;NÃO
6025;6603;NÃO
6026;6605;NÃO
6027;6606;NÃO
6028;6607;NÃO
6029;6608;SIM
6030;6609;NÃO
6031;6610;SIM
6032;6611;NÃO
6033;6613;NÃO
6034;6614;NÃO
6035;6615;NÃO
6036;6616;NÃO
6037;6617;NÃO
6038;6618;NÃO
6039;6619;SIM
6040;6620;SIM
6041;6621;NÃO
6042;6622;NÃO
6043;6623;NÃO
6044;6624;SIM
6045;6625;SIM
6046;6626;NÃO
6047;6627;NÃO
6048;6628;NÃO
6049;6629;SIM
6050;6630;SIM
6051;6631;NÃO
6052;6632;SIM
6053;6633;NÃO
6054;6634;NÃO
6055;6635;NÃO
6056;6636;NÃO
6057;6637;NÃO
6058;6638;NÃO
6059;6639;NÃO
6060;6640;NÃO
6061;6641;NÃO
6062;6642;NÃO
6063;6643;SIM
6064;6644;NÃO
6065;6645;NÃO
6066;6646;SIM
6067;6647;NÃO
6068;6648;SIM
6069;6649;NÃO
6070;6650;NÃO
6071;6651;SIM
6072;6652;NÃO
6073;6653;NÃO
6074;6654;SIM
6075;6655;NÃO
6076;6656;NÃO
6077;6657;SIM
6078;6658;NÃO
6079;6659;NÃO
6080;6660;NÃO
6081;6661;NÃO
6082;6663;NÃO
6083;38999;NÃO
6084;6664;NÃO
6085;6665;NÃO
6086;6667;NÃO
6087;6668;NÃO
6088;6669;SIM
6089;6673;NÃO
6090;6674;NÃO
6091;6675;NÃO
6092;6676;NÃO
6093;6677;NÃO
6094;6678;SIM
6095;6679;SIM
6096;6680;NÃO
6097;6681;NÃO
6098;6682;NÃO
6099;6684;SIM
6100;6685;NÃO
6101;6686;NÃO
6102;6687;NÃO
6103;6688;SIM
6104;6689;NÃO
6105;6691;NÃO
6106;6692;NÃO
6107;6693;NÃO
6108;6694;NÃO
6109;6695;NÃO
6110;6696;NÃO
6111;6697;NÃO
6112;6698;NÃO
6113;6699;NÃO
6114;6700;NÃO
6115;6701;NÃO
6116;6702;NÃO
6117;6703;NÃO
6118;6704;NÃO
6119;6705;NÃO
6120;6706;NÃO
6121;6707;NÃO
6122;6708;NÃO
6123;6709;NÃO
6124;6710;NÃO
6125;6711;NÃO
6126;6712;SIM
6127;6713;SIM
6128;6715;SIM
6129;6716;NÃO
6130;6718;SIM
6131;6719;SIM
6132;6721;NÃO
6133;6722;NÃO
6134;6723;SIM
6135;6724;NÃO
6136;6725;SIM
6137;6726;NÃO
6138;6727;SIM
6139;6728;NÃO
6140;6729;NÃO
6141;6730;NÃO
6142;6731;NÃO
6143;6732;NÃO
6144;6733;NÃO
6145;6734;NÃO
6146;6735;NÃO
6147;6736;NÃO
6148;6738;NÃO
6149;6739;NÃO
6150;6740;NÃO
6151;6741;NÃO
6152;6742;NÃO
6153;6743;NÃO
6154;6744;NÃO
6155;6745;NÃO
6156;6746;NÃO
6157;6747;NÃO
6158;6748;NÃO
6159;6749;NÃO
6160;6750;SIM
6161;6751;NÃO
6162;6752;NÃO
6163;6753;NÃO
6164;6754;NÃO
6165;6755;NÃO
6166;6756;SIM
6167;6757;NÃO
6168;6758;NÃO
6169;6759;NÃO
6170;6760;NÃO
6171;6761;NÃO
6172;6762;NÃO
6173;6763;NÃO
6174;6764;NÃO
6175;6765;NÃO
6176;6766;NÃO
6177;6767;NÃO
6178;6768;NÃO
6179;6769;NÃO
6180;6771;NÃO
6181;6772;NÃO
6182;6773;NÃO
6183;6774;NÃO
6184;6775;NÃO
6185;6777;NÃO
6186;6778;NÃO
6187;6780;NÃO
6188;6781;NÃO
6189;6782;NÃO
6190;6783;NÃO
6191;6784;SIM
6192;6785;NÃO
6193;6786;NÃO
6194;6787;NÃO
6195;6788;NÃO
6196;6789;NÃO
6197;6790;NÃO
6198;6791;NÃO
6199;6792;SIM
6200;6793;SIM
6201;6794;NÃO
6202;6795;NÃO
6203;6796;NÃO
6204;6797;SIM
6205;6798;NÃO
6206;6799;SIM
6207;6800;NÃO
6208;6801;SIM
6209;6802;NÃO
6210;6803;NÃO
6211;6804;NÃO
6212;6805;SIM
6213;6806;SIM
6214;6807;SIM
6215;6808;SIM
6216;6809;NÃO
6217;6810;NÃO
6218;6811;SIM
6219;6812;SIM
6220;6814;NÃO
6221;6815;SIM
6222;6816;SIM
6223;6817;NÃO
6224;6818;NÃO
6225;6819;NÃO
6226;6820;NÃO
6227;6821;NÃO
6228;6822;SIM
6229;6823;NÃO
6230;6824;NÃO
6231;6825;NÃO
6232;6826;NÃO
6233;6827;SIM
6234;6828;SIM
6235;6829;NÃO
6236;6830;SIM
6237;6832;SIM
6238;6833;SIM
6239;6834;NÃO
6240;6835;SIM
6241;6836;NÃO
6242;6838;NÃO
6243;6839;NÃO
6244;6840;NÃO
6245;6841;NÃO
6246;6842;NÃO
6247;6843;SIM
6248;6844;SIM
6249;6845;NÃO
6250;6846;NÃO
6251;6847;SIM
6252;6848;NÃO
6253;6849;NÃO
6254;6850;SIM
6255;6851;SIM
6256;6852;NÃO
6257;6853;NÃO
6258;6854;SIM
6259;6855;NÃO
6260;6856;NÃO
6261;6858;NÃO
6262;6859;SIM
6263;6860;NÃO
6264;6861;NÃO
6265;6862;NÃO
6266;6863;NÃO
6267;6864;NÃO
6268;6865;SIM
6269;6866;NÃO
6270;6867;SIM
6271;6868;SIM
6272;6869;NÃO
6273;6871;NÃO
6274;6872;NÃO
6275;6873;NÃO
6276;6874;NÃO
6277;6875;NÃO
6278;6876;NÃO
6279;6877;NÃO
6280;6878;NÃO
6281;6880;SIM
6282;6882;NÃO
6283;6883;NÃO
6284;6884;SIM
6285;6885;SIM
6286;6886;SIM
6287;6887;SIM
6288;6888;NÃO
6289;6889;SIM
6290;6890;NÃO
6291;6891;NÃO
6292;6892;SIM
6293;6893;NÃO
6294;6894;SIM
6295;6895;SIM
6296;6896;NÃO
6297;6897;NÃO
6298;6898;NÃO
6299;6899;NÃO
6300;6900;SIM
6301;6901;NÃO
6302;6902;SIM
6303;6903;SIM
6304;6904;SIM
6305;6906;SIM
6306;6907;NÃO
6307;6908;SIM
6308;6909;NÃO
6309;6910;SIM
6310;6911;NÃO
6311;6912;NÃO
6312;6913;NÃO
6313;6914;SIM
6314;6915;NÃO
6315;6917;SIM
6316;6918;SIM
6317;6919;NÃO
6318;6920;SIM
6319;6921;SIM
6320;6922;NÃO
6321;6923;NÃO
6322;6924;NÃO
6323;6925;NÃO
6324;6926;NÃO
6325;6928;SIM
6326;6930;NÃO
6327;6932;NÃO
6328;6933;NÃO
6329;6934;NÃO
6330;6935;NÃO
6331;6936;NÃO
6332;6937;SIM
6333;6938;SIM
6334;6939;SIM
6335;6940;NÃO
6336;6941;NÃO
6337;6942;NÃO
6338;6943;SIM
6339;6944;SIM
6340;6945;NÃO
6341;6946;NÃO
6342;6948;SIM
6343;6949;NÃO
6344;6950;SIM
6345;6951;NÃO
6346;6952;NÃO
6347;6953;NÃO
6348;6955;SIM
6349;6956;NÃO
6350;6957;NÃO
6351;6958;NÃO
6352;6959;NÃO
6353;6960;SIM
6354;6961;SIM
6355;6962;NÃO
6356;6964;NÃO
6357;6965;NÃO
6358;6966;SIM
6359;6967;NÃO
6360;6968;NÃO
6361;6969;NÃO
6362;6970;SIM
6363;6971;NÃO
6364;6972;NÃO
6365;6973;NÃO
6366;6974;SIM
6367;6975;NÃO
6368;6976;NÃO
6369;6977;SIM
6370;6978;NÃO
6371;6979;NÃO
6372;6980;NÃO
6373;6981;SIM
6374;6982;SIM
6375;6983;NÃO
6376;6984;SIM
6377;6985;SIM
6378;6986;NÃO
6379;6987;SIM
6380;6988;NÃO
6381;6989;NÃO
6382;6990;SIM
6383;6991;NÃO
6384;6992;SIM
6385;6993;SIM
6386;6995;SIM
6387;6996;NÃO
6388;6997;NÃO
6389;6998;SIM
6390;7000;SIM
6391;7001;NÃO
6392;7002;NÃO
6393;7003;NÃO
6394;7004;NÃO
6395;7005;SIM
6396;7006;NÃO
6397;7007;SIM
6398;7008;NÃO
6399;7009;NÃO
6400;7010;SIM
6401;7011;SIM
6402;7012;NÃO
6403;7013;NÃO
6404;7014;NÃO
6405;7015;NÃO
6406;7016;SIM
6407;7017;SIM
6408;7018;SIM
6409;17161;NÃO
6410;7019;NÃO
6411;7020;NÃO
6412;7021;SIM
6413;7022;NÃO
6414;7024;SIM
6415;7025;NÃO
6416;7027;NÃO
6417;7028;NÃO
6418;7030;NÃO
6419;7031;SIM
6420;7032;NÃO
6421;7033;NÃO
6422;7034;SIM
6423;7035;NÃO
6424;7036;NÃO
6425;7037;SIM
6426;7038;SIM
6427;7039;SIM
6428;7040;NÃO
6429;7042;NÃO
6430;7043;NÃO
6431;7045;SIM
6432;7047;NÃO
6433;7048;SIM
6434;7049;NÃO
6435;7050;NÃO
6436;7051;SIM
6437;7052;NÃO
6438;7053;NÃO
6439;7054;SIM
6440;7055;NÃO
6441;7056;NÃO
6442;7057;NÃO
6443;7058;NÃO
6444;7059;SIM
6445;7060;NÃO
6446;7061;NÃO
6447;7062;NÃO
6448;19959;SIM
6449;7063;NÃO
6450;7064;NÃO
6451;7065;SIM
6452;7066;SIM
6453;7067;NÃO
6454;7068;NÃO
6455;7069;NÃO
6456;7070;NÃO
6457;7071;NÃO
6458;7072;NÃO
6459;7073;NÃO
6460;7074;NÃO
6461;7075;NÃO
6462;7076;NÃO
6463;7077;SIM
6464;7078;NÃO
6465;7079;NÃO
6466;7080;NÃO
6467;7081;SIM
6468;7082;NÃO
6469;7083;SIM
6470;7084;NÃO
6471;7085;NÃO
6472;7087;NÃO
6473;7088;NÃO
6474;7090;NÃO
6475;7091;NÃO
6476;7092;NÃO
6477;7093;NÃO
6478;7095;SIM
6479;7096;NÃO
6480;7097;NÃO
6481;7098;NÃO
6482;7099;SIM
6483;7100;NÃO
6484;7101;NÃO
6485;7103;SIM
6486;7104;NÃO
6487;7105;NÃO
6488;7106;NÃO
6489;7108;NÃO
6490;7110;NÃO
6491;7111;SIM
6492;7112;NÃO
6493;7113;NÃO
6494;7114;SIM
6495;7115;NÃO
6496;7116;NÃO
6497;7117;SIM
6498;7118;SIM
6499;7119;SIM
6500;7120;NÃO
6501;7121;SIM
6502;7122;SIM
6503;7123;SIM
6504;7124;NÃO
6505;7125;SIM
6506;7126;SIM
6507;7127;SIM
6508;7128;NÃO
6509;7129;NÃO
6510;7130;NÃO
